1,Спартан,premium,Целевые,Invest,Сплошной тёмно-красный/бордовый блаш,5.6,8,12,8,5,7,15.0,21.4,18.2,3,6,8,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,05.09,06.09,15.09,16.09,25.09,26.09,31.10
1,Хоней Крисп,premium,Целевые,Invest,Крупные пятнисто-красные плоды,4.6,5.4,12,7,6,9,22.2,26.1,24.2,3,6,8,3,3.9,3,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,27.08,28.08,06.09,07.09,23.09,24.09,31.10
1,Целеста,middle,Другие,Commodities,Красный блаш поверх жёлтого фона,5.1,5.9,12.5,6,5,7,21.2,24.5,22.8,1,1,2,3,3.9,3,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,30.07,31.07,04.08,05.08,10.08,11.08,31.10
,Прочие,middle,Другие,Commodities,,5.5,6.6,11.6,7,5,7,17.6,21.1,19.3,2,2,4,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,27.07,28.07,01.08,02.08,20.10,21.10,31.10
,в их числе:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Апрельское,season,Другие,Commodities,Светло-желтый с широким розово-лиловым размытым румянцем по всему плоду,6,7,11,7,5,7,15.7,18.3,17.0,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,23.08,24.08,01.09,02.09,07.09,08.09,31.10
1,Ауксис,season,Другие,Commodities,"Четкие ярко-красные полосы на желтом фоне, карминовая кайма",5,6,11,7,5,7,18.3,22.0,20.2,1,1,2,2,3,2,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,07.08,08.08,17.08,18.08,23.08,24.08,31.10
,Весялина,season,Другие,Commodities,Темно-бордовые широкие полосы с фиолетовым отливом на бледно-желтом,6,7,11,7,5,7,15.7,18.3,17.0,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,07.09,08.09,18.09,19.09,21.09,22.09,31.10
1,Ветеран,season,Другие,Commodities,Мягкий розово-карминный размытый румянец с белыми подушечками,5.5,7,12,7,6,8,17.1,21.8,19.5,3,6,8,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,26.08,27.08,05.09,06.09,11.09,12.09,31.10
1,Глостер,premium,Другие,Commodities,Малиново-красный размытый румянец почти по всей поверхности,5.5,6.5,12.8,7,5,7,19.7,23.3,21.5,3,6,8,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,19.09,20.09,29.09,30.09,09.10,10.10,31.10
1,Дарунок,season,Другие,Commodities,Оранжевый румянец с яркими красными мазками и штрихами,5,6,11.5,8,6,8,19.2,23.0,21.1,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,10.09,11.09,19.09,20.09,25.09,26.09,31.10
1,Зестар,middle,Другие,Commodities,"60–85 % красный, яркий розово-красный блаш",5.6,6.4,12.3,6,6,8,19.2,22.0,20.6,1,1,2,3,3.9,3,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,09.08,10.08,14.08,15.08,20.08,21.08,31.10
1,Имант,season,Другие,Commodities,Нежный розово-малиновый размытый с кремовыми просветами,5.5,6.5,11,8,6,8,16.9,20.0,18.5,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,05.09,06.09,15.09,16.09,25.09,26.09,31.10
1,Имрус,middle,Другие,Commodities,Нежный розово-малиновый размытый с кремовыми просветами,5,6,11,7,5,7,18.3,22.0,20.2,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,21.08,22.08,31.08,01.09,08.09,09.09,31.10
1,Карповское,season,Другие,Commodities,Бледно-желтый с узкими розовыми мазками по 1/3 поверхности,5.5,6.5,12,7.5,5,7,18.5,21.8,20.1,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,29.08,30.08,08.09,09.09,16.09,17.09,31.10
1,Коричное Новое,season,Другие,Commodities,Желтовато-зеленый с бледно-розовыми пятнами по краю,4,5,11,7,5,7,22.0,27.5,24.8,1,1,2,3,3.9,3,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,27.07,28.07,01.08,02.08,04.08,05.08,31.10
1,Мартовское,season,Другие,Commodities,Желтый с широким лилово-розовым размытым румянцем,6,7,10.5,7,6,8,15.0,17.5,16.3,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,05.09,06.09,15.09,16.09,23.09,24.09,31.10
,Мелба,middle,Другие,Commodities,Светло-желтый с бледно-розовыми размытыми пятнами,5,6,12,6,5,7,20.0,24.0,22.0,1,1,2,3,3.9,3,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,27.07,28.07,01.08,02.08,04.08,05.08,31.10
,Надежное,season,Другие,Commodities,Яркий розово-карминный размытый румянец с белыми просветами,6.5,7.5,11,6,5,7,14.7,16.9,15.8,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,22.08,23.08,31.08,01.09,01.09,02.09,31.10
,Орлик,season,Другие,Commodities,Нежно-розовый размытый румянец с кремовыми участками,5,6,11,7,5,7,18.3,22.0,20.2,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,11.08,12.08,21.08,22.08,27.08,28.08,31.10
,Орловский пионер,season,Другие,Commodities,Рубиново-розовый размытый с белыми полосками,5.5,6.5,11,6,5,7,16.9,20.0,18.5,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,04.09,05.09,14.09,15.09,20.09,21.09,31.10
1,Орловское полосатое,season,Другие,Commodities,Четкие малиновые полосы средней ширины на желтом фоне,6,7.5,11.5,7,5,7,15.3,19.2,17.3,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,05.08,06.08,15.08,16.08,21.08,22.08,31.10
,Осеннее полосатое,season,Другие,Commodities,Тонкие красные полосы на зеленовато-желтом фоне,5,6,11,6,5,7,18.3,22.0,20.2,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,04.09,05.09,14.09,15.09,20.09,21.09,31.10
,Память Воину,season,Другие,Commodities,Розово-малиновый размытый румянец с белыми подушечками,5,6,11.5,6,5,7,19.2,23.0,21.1,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,16.07,17.07,27.08,28.08,28.08,29.08,31.10
1,Пепин Черненко,season,Другие,Commodities,Широкие темно-красные полосы с карминовой каймой,6,7,13,8,6,8,18.6,21.7,20.1,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,26.08,27.08,05.09,06.09,11.09,12.09,31.10
1,Победа,season,Другие,Commodities,Бледно-желтый с розовыми мазками по 1/3 поверхности,6,7,11,8,6,8,15.7,18.3,17.0,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,26.08,27.08,05.09,06.09,11.09,12.09,31.10
1,Ред Айдаред,middle,Другие,Commodities,Размыто-полосатая тёмно-красная окраска по всему плоду,6.5,8,13,7,6,8,16.3,20.0,18.1,3,6,8,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,24.09,25.09,03.10,04.10,13.10,14.10,31.10
1,Ред Чиф,middle,Другие,Commodities,Тёмно-красная сплошная окраска,4.6,5.4,13,7.5,6,8,24.1,28.3,26.2,3,6,8,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,24.09,25.09,03.10,04.10,13.10,14.10,31.10
,Ренет Кичунова,season,Другие,Commodities,Желтовато-зеленый с редкими бледно-розовыми пятнами,7,8,11,8,5,7,13.8,15.7,14.7,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,22.08,23.08,01.09,02.09,02.09,03.09,31.10
1,Россошанское полосатое,season,Другие,Commodities,Рубиновые полосы средней ширины на кремовом фоне,4,5,11,7,5,7,22.0,27.5,24.8,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,25.08,26.08,04.09,05.09,12.09,13.09,31.10
,Уэлси,season,Другие,Commodities,Желтый с бледно-розовыми широкими мазками,6,7,11,7,5,7,15.7,18.3,17.0,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,22.08,23.08,31.08,01.09,03.09,04.09,31.10
1,Сандер,middle,Другие,Commodities,Нежный розово-алый размытый румянец,6,7,12,7,5,7,17.1,20.0,18.6,1,1,2,3,3.9,3,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,07.08,08.08,17.08,18.08,23.08,24.08,31.10
,Синап Орловский,season,Другие,Commodities,Желтовато-зеленый с узкими темно-красными полосами и точками,6,7,11,8,6,8,15.7,18.3,17.0,2,3,5,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,10.09,11.09,20.09,21.09,23.09,24.09,31.10
1,Тамбовское,season,Другие,Commodities,Мягкий розово-малиновый размытый румянец,5.5,6.5,12,6,5,7,18.5,21.8,20.1,1,1,2,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,19.08,20.08,29.08,30.08,04.09,05.09,31.10
1,Эмпайр,middle,Другие,Commodities,Сплошной темно-бордовый с фиолетовым блеском,5.5,6.5,12.5,7,5,7,19.2,22.7,21.0,3,6,8,1,3,1,01.11,10.04,11.04,15.04,16.04,20.04,21.04,23.04,24.04,30.04,01.05,10.05,11.05,20.05,21.05,31.05,01.06,10.06,11.06,20.06,21.06,10.07,11.07,24.09,25.09,02.10,03.10,09.10,10.10,31.10
